sgrna_id	Gene	library0	R0_0	R1_0
990	neutral_215	884	984	886
991	neutral_215	273	299	222
992	neutral_215	185	171	217
993	neutral_216	175	141	135
994	neutral_216	131	160	79
995	essential_30	399	73	71
996	neutral_216	642	815	800
997	neutral_216	438	580	400
998	neutral_217	73	38	72
999	neutral_217	256	293	278
1000	neutral_217	673	768	663
1001	neutral_217	145	185	171
1002	neutral_218	106	69	50
1003	neutral_218	80	96	66
1004	neutral_218	133	118	81
1005	neutral_218	946	913	932
1006	neutral_219	731	733	672
1007	neutral_219	396	402	570
1008	neutral_219	346	416	353
1009	essential_30	259	200	154
1010	neutral_219	209	205	178
1011	neutral_220	302	331	269
1012	neutral_220	1713	1675	1592
1013	neutral_220	292	262	274
1014	neutral_220	492	481	415
1015	neutral_221	796	684	833
1016	neutral_221	619	562	659
1017	neutral_221	352	339	365
1018	neutral_221	95	87	36
1019	neutral_222	328	233	274
1020	neutral_222	1073	915	854
1021	neutral_222	591	629	581
1022	neutral_222	190	132	209
1023	neutral_223	414	487	404
1024	neutral_223	134	188	205
1025	neutral_223	379	394	437
1026	neutral_223	643	615	585
1027	neutral_224	1060	1095	1184
1028	neutral_224	625	550	750
1029	essential_30	689	131	157
1030	neutral_224	306	361	279
1031	neutral_224	477	542	334
1032	neutral_225	187	143	204
1033	essential_30	142	213	103
1034	neutral_225	107	76	140
1035	neutral_225	190	135	208
1036	neutral_225	253	180	253
1037	neutral_226	171	270	168
1038	neutral_226	186	109	186
1039	essential_31	119	29	20
1040	neutral_226	92	61	64
1041	neutral_226	311	207	336
1042	essential_31	275	52	128
1043	neutral_227	1105	1014	1277
1044	neutral_227	124	138	112
1045	neutral_227	188	332	191
1046	neutral_227	105	80	29
1047	neutral_228	75	41	70
1048	neutral_228	1563	1566	1501
1049	neutral_228	207	139	231
1050	neutral_228	215	160	203
1051	neutral_229	514	545	439
1052	neutral_229	177	134	221
1053	neutral_229	735	759	674
1054	neutral_229	342	282	329
1055	neutral_230	109	120	64
1056	neutral_230	474	562	437
1057	neutral_230	386	360	499
1058	neutral_230	371	363	475
1059	neutral_231	205	177	156
1060	neutral_231	153	134	101
1061	neutral_231	317	410	376
1062	neutral_231	438	401	509
1063	neutral_232	1625	1826	1790
1064	neutral_232	1039	817	1196
1065	neutral_232	348	353	374
1066	neutral_232	325	308	378
1067	neutral_233	345	361	326
1068	neutral_233	362	425	479
1069	neutral_233	383	370	480
1070	neutral_233	78	69	118
1071	neutral_234	183	220	177
1072	neutral_234	243	316	249
1073	neutral_234	161	247	134
1074	neutral_234	232	274	312
1075	neutral_235	363	321	480
1076	neutral_235	125	103	189
1077	neutral_235	188	143	152
1078	neutral_235	259	397	243
1079	neutral_236	226	207	240
1080	neutral_236	1004	1197	960
1081	neutral_236	857	869	894
1082	neutral_236	155	104	150
1083	neutral_237	118	151	139
1084	neutral_237	283	299	351
1085	neutral_237	329	345	216
1086	neutral_237	825	829	900
1087	essential_31	532	129	146
1088	neutral_238	310	273	259
1089	neutral_238	362	287	367
1090	neutral_238	314	351	269
1091	neutral_238	427	429	422
1092	neutral_239	343	395	292
1093	neutral_239	228	210	319
1094	neutral_239	321	391	434
1095	neutral_239	292	315	307
1096	neutral_240	167	210	193
1097	neutral_240	401	377	541
1098	neutral_240	215	233	224
1099	neutral_240	132	154	102
1100	neutral_241	718	577	569
1101	essential_31	156	7	51
1102	neutral_241	116	121	107
1103	neutral_241	106	201	127
1104	neutral_241	282	251	396
1105	neutral_242	291	404	233
1106	neutral_242	459	379	484
1107	neutral_242	671	747	593
1108	neutral_242	110	145	111
1109	neutral_243	203	231	306
1110	neutral_243	810	912	852
1111	essential_32	78	8	7
1112	neutral_243	451	373	371
1113	neutral_243	73	82	26
1114	neutral_244	121	124	81
1115	neutral_244	118	107	89
1116	neutral_244	131	74	147
1117	neutral_244	509	381	581
1118	neutral_245	276	255	236
1119	neutral_245	329	305	350
1120	neutral_245	405	375	383
1121	neutral_245	160	101	251
1122	neutral_246	366	514	442
1123	neutral_246	334	223	240
1124	neutral_246	2006	2175	1913
1125	neutral_246	430	485	323
1126	neutral_247	842	970	994
1127	essential_32	216	69	147
1128	neutral_247	484	422	454
1129	neutral_247	538	597	702
1130	essential_32	262	18	19
1131	essential_32	72	4	6
1132	neutral_247	472	514	679
1133	neutral_248	265	220	301
1134	essential_33	308	90	61
1135	essential_33	80	30	28
1136	neutral_248	246	247	286
1137	neutral_248	898	1014	838
1138	neutral_248	170	179	217
1139	neutral_249	444	391	340
1140	neutral_249	2118	2076	2122
1141	essential_33	220	151	196
1142	neutral_249	196	216	236
1143	neutral_249	195	168	188
1144	neutral_250	117	70	108
1145	neutral_250	512	591	534
1146	neutral_250	314	356	289
1147	neutral_250	180	135	225
1148	neutral_251	1142	1189	1322
1149	neutral_251	490	603	572
1150	neutral_251	185	202	136
1151	neutral_251	100	84	84
1152	neutral_252	219	260	200
1153	neutral_252	182	165	206
1154	neutral_252	250	186	287
1155	neutral_252	216	302	184
1156	neutral_253	135	99	214
1157	neutral_253	184	238	217
1158	neutral_253	224	220	246
1159	neutral_253	176	200	197
1160	neutral_254	185	199	156
1161	essential_33	503	220	157
1162	neutral_254	3198	3171	3298
1163	neutral_254	157	134	206
1164	neutral_254	392	435	419
1165	neutral_255	366	447	380
1166	neutral_255	223	173	196
1167	neutral_255	1097	1132	1116
1168	neutral_255	321	410	390
1169	essential_34	411	39	49
1170	essential_34	129	24	23
1171	neutral_256	234	278	289
1172	neutral_256	288	241	276
1173	neutral_256	301	229	279
1174	neutral_256	81	107	50
1175	neutral_257	270	265	188
1176	neutral_257	336	277	327
1177	neutral_257	206	146	211
1178	neutral_257	457	363	382
1179	neutral_258	190	100	259
1180	essential_34	235	223	162
1181	neutral_258	126	137	155
1182	neutral_258	112	156	118
1183	neutral_258	320	327	352
1184	neutral_259	824	819	736
1185	neutral_259	320	300	421
1186	neutral_259	295	262	327
1187	neutral_259	140	144	113
1188	neutral_260	190	158	179
1189	neutral_260	60	36	37
1190	neutral_260	78	54	38
1191	neutral_260	98	73	39
1192	neutral_261	478	505	593
1193	essential_34	469	258	280
1194	essential_35	259	33	31
1195	neutral_261	243	262	237
1196	neutral_261	429	530	405
1197	neutral_261	92	95	120
1198	neutral_262	201	175	269
1199	neutral_262	369	461	334
1200	neutral_262	408	470	380
1201	neutral_262	760	634	815
1202	neutral_263	271	276	245
1203	growthsupressing_2	103	377	366
1204	neutral_263	240	288	299
1205	neutral_263	1194	1261	1259
1206	neutral_263	110	116	100
1207	neutral_264	675	712	592
1208	neutral_264	384	433	430
1209	neutral_264	72	85	60
1210	neutral_264	147	92	79
1211	essential_35	1212	473	565
1212	neutral_265	335	344	335
1213	neutral_265	507	396	423
1214	neutral_265	356	283	263
1215	neutral_265	382	417	451
1216	neutral_266	114	157	182
1217	neutral_266	645	585	551
1218	neutral_266	262	193	309
1219	essential_35	384	350	451
1220	essential_35	422	270	254
1221	neutral_266	525	409	462
1222	neutral_267	317	304	281
1223	neutral_267	183	243	103
1224	neutral_267	927	945	1074
1225	neutral_267	261	180	365
1226	neutral_268	1002	1075	1298
1227	neutral_268	1690	1745	1667
1228	neutral_268	159	149	187
1229	neutral_268	281	295	271
1230	neutral_269	667	578	812
1231	neutral_269	927	740	1009
1232	neutral_269	295	386	307
1233	neutral_269	348	344	291
1234	growthsupressing_2	104	326	277
1235	neutral_270	335	333	439
1236	neutral_270	386	482	448
1237	neutral_270	154	136	145
1238	neutral_270	130	135	98
1239	neutral_271	414	358	416
1240	neutral_271	210	184	253
1241	neutral_271	173	163	173
1242	neutral_271	454	532	553
1243	neutral_272	320	325	248
1244	neutral_272	270	404	270
1245	neutral_272	106	82	109
1246	neutral_272	219	247	241
1247	neutral_273	144	161	80
1248	neutral_273	51	58	32
1249	neutral_273	338	418	327
1250	neutral_273	230	188	245
1251	neutral_274	195	191	91
1252	neutral_274	266	253	200
1253	neutral_274	397	380	351
1254	neutral_274	374	340	342
1255	neutral_275	165	171	105
1256	neutral_275	211	213	257
1257	neutral_275	366	415	308
1258	neutral_275	181	143	141
1259	essential_36	371	161	171
1260	essential_36	242	193	149
1261	neutral_276	100	78	157
1262	neutral_276	24	38	5
1263	essential_36	324	68	65
1264	neutral_276	685	611	789
1265	neutral_276	317	232	381
1266	neutral_277	305	360	310
1267	neutral_277	509	443	469
1268	neutral_277	324	363	295
1269	neutral_277	961	1141	793
1270	neutral_278	240	241	236
1271	essential_36	394	366	369
1272	essential_37	119	118	85
1273	neutral_278	90	73	109
1274	neutral_278	789	887	679
1275	neutral_278	626	688	585
1276	neutral_279	553	561	670
1277	neutral_279	250	228	229
1278	neutral_279	613	584	509
1279	essential_37	622	80	79
1280	neutral_279	117	133	118
1281	neutral_280	325	174	346
1282	essential_37	354	55	61
1283	neutral_280	144	139	122
1284	neutral_280	212	207	246
1285	neutral_280	291	295	315
1286	neutral_281	1536	1693	1942
1287	neutral_281	158	105	183
1288	neutral_281	2936	3231	3161
1289	neutral_281	777	839	715
1290	neutral_282	192	119	131
1291	neutral_282	663	734	565
1292	neutral_282	138	108	201
1293	neutral_282	203	259	264
1294	neutral_283	563	534	590
1295	neutral_283	135	87	105
1296	neutral_283	409	514	501
1297	neutral_283	1392	1613	1412
1298	neutral_284	152	152	121
1299	essential_37	201	75	121
1300	essential_38	83	2	3
1301	neutral_284	369	285	409
1302	neutral_284	314	329	367
1303	neutral_284	298	302	383
1304	neutral_285	230	181	234
1305	neutral_285	649	650	543
1306	neutral_285	259	184	320
1307	neutral_285	109	91	164
1308	neutral_286	850	843	692
1309	neutral_286	482	531	540
1310	essential_38	142	138	98
1311	neutral_286	234	291	204
1312	neutral_286	177	114	148
1313	neutral_287	216	216	197
1314	neutral_287	223	273	323
1315	neutral_287	573	593	546
1316	neutral_287	256	334	196
1317	neutral_288	598	590	475
1318	neutral_288	130	120	134
1319	neutral_288	172	94	119
1320	neutral_288	278	384	412
1321	neutral_289	355	416	381
1322	neutral_289	155	134	104
1323	neutral_289	189	271	144
1324	neutral_289	191	148	303
1325	neutral_290	512	565	587
1326	neutral_290	549	528	600
1327	neutral_290	482	468	573
1328	essential_38	225	84	84
1329	neutral_290	206	260	241
1330	essential_38	273	150	150
1331	neutral_291	301	261	355
1332	neutral_291	574	510	533
1333	neutral_291	1264	1305	1319
1334	neutral_291	777	782	784
1335	neutral_292	422	438	517
1336	neutral_292	40	30	44
1337	neutral_292	3050	3254	3124
1338	neutral_292	241	359	225
1339	neutral_293	89	61	92
1340	neutral_293	1031	792	1184
1341	neutral_293	299	337	242
1342	neutral_293	514	474	645
1343	neutral_294	272	252	371
1344	neutral_294	173	214	317
1345	neutral_294	252	215	264
1346	neutral_294	98	177	123
1347	neutral_295	752	750	663
1348	neutral_295	472	476	541
1349	neutral_295	942	921	957
1350	neutral_295	106	181	125
1351	neutral_296	399	286	447
1352	neutral_296	109	142	138
1353	neutral_296	574	628	532
1354	neutral_296	104	61	168
1355	neutral_297	61	51	87
1356	neutral_297	225	308	233
1357	neutral_297	283	384	272
1358	neutral_297	341	341	494
1359	neutral_298	122	132	87
1360	neutral_298	432	636	411
1361	neutral_298	173	241	147
1362	neutral_298	187	83	189
1363	neutral_299	59	38	108
1364	neutral_299	212	239	185
1365	neutral_299	297	304	321
1366	neutral_299	129	114	140
1367	neutral_300	75	94	65
1368	neutral_300	610	606	633
1369	neutral_300	494	517	400
1370	neutral_300	61	67	82
1371	neutral_301	1480	1282	1568
1372	neutral_301	253	309	268
1373	neutral_301	587	577	576
1374	neutral_301	81	130	38
1375	neutral_302	321	326	225
1376	neutral_302	1065	1080	1362
1377	neutral_302	63	83	75
1378	neutral_302	530	493	588
1379	essential_39	261	98	62
1380	neutral_303	205	146	98
1381	neutral_303	856	891	814
1382	neutral_303	535	591	696
1383	neutral_303	50	32	105
1384	neutral_304	1327	1319	1522
1385	neutral_304	279	329	283
1386	essential_39	387	69	59
1387	neutral_304	317	345	296
1388	neutral_304	505	542	479
1389	neutral_305	44	55	47
1390	neutral_305	98	95	118
1391	neutral_305	365	530	239
1392	neutral_305	826	830	855
1393	neutral_306	258	276	289
1394	neutral_306	432	434	417
1395	neutral_306	1122	1125	993
1396	neutral_306	479	496	578
1397	neutral_307	413	346	429
1398	essential_39	340	20	21
1399	neutral_307	526	564	478
1400	neutral_307	81	39	82
1401	neutral_307	346	445	392
1402	neutral_308	308	340	388
1403	neutral_308	117	103	71
1404	neutral_308	264	310	258
1405	neutral_308	532	623	434
1406	neutral_309	219	176	179
1407	neutral_309	593	643	659
1408	neutral_309	342	372	390
1409	growthsupressing_2	235	2094	1969
1410	neutral_309	662	549	719
1411	neutral_310	70	85	125
1412	neutral_310	416	446	343
1413	neutral_310	115	172	160
1414	neutral_310	521	457	503
1415	neutral_311	96	77	135
1416	neutral_311	177	124	133
1417	neutral_311	91	84	143
1418	neutral_311	295	288	217
1419	neutral_312	645	644	673
1420	neutral_312	399	485	390
1421	neutral_312	140	118	174
1422	neutral_312	789	820	1014
1423	neutral_313	416	285	508
1424	neutral_313	298	291	307
1425	neutral_313	254	277	196
1426	neutral_313	296	137	328
1427	neutral_314	453	298	345
1428	neutral_314	554	643	525
1429	neutral_314	90	110	70
1430	neutral_314	259	278	293
1431	essential_39	85	25	23
1432	neutral_315	436	479	498
1433	neutral_315	737	691	744
1434	neutral_315	193	182	158
1435	neutral_315	263	250	307
1436	neutral_316	100	102	69
1437	neutral_316	117	152	69
1438	essential_40	772	164	202
1439	neutral_316	886	702	808
1440	neutral_316	292	334	304
1441	neutral_317	1032	1174	917
1442	essential_40	76	47	126
1443	neutral_317	445	453	428
1444	growthsupressing_3	276	748	709
1445	neutral_317	44	19	25
1446	neutral_317	78	111	86
1447	neutral_318	1216	1279	1071
1448	neutral_318	428	466	365
1449	neutral_318	439	446	411
1450	neutral_318	408	391	411
1451	neutral_319	1168	1109	1259
1452	growthsupressing_3	155	997	1111
1453	neutral_319	284	233	469
1454	neutral_319	217	195	183
1455	neutral_319	454	425	482
1456	neutral_320	133	97	140
1457	neutral_320	603	556	581
1458	neutral_320	194	146	171
1459	essential_40	107	100	100
1460	neutral_320	163	191	139
1461	neutral_321	390	342	372
1462	neutral_321	469	445	531
1463	neutral_321	189	115	135
1464	essential_40	181	19	18
1465	neutral_321	597	562	575
1466	neutral_322	1058	1133	1041
1467	neutral_322	110	134	134
1468	neutral_322	111	132	109
1469	neutral_322	192	229	215
1470	neutral_323	1204	964	1279
1471	essential_41	233	201	287
1472	neutral_323	1229	1356	985
1473	neutral_323	287	255	269
1474	neutral_323	1371	1364	1487
1475	neutral_324	195	160	206
1476	neutral_324	285	257	305
1477	neutral_324	500	690	643
1478	essential_41	184	25	34
1479	neutral_324	26	13	12
1480	neutral_325	162	211	181
1481	neutral_325	62	22	18
1482	essential_41	597	312	404
1483	neutral_325	485	395	532
1484	neutral_325	201	217	198
1485	neutral_326	556	573	586
1486	neutral_326	152	125	239
1487	neutral_326	406	440	483
1488	neutral_326	251	191	251
1489	neutral_327	273	263	179
1490	neutral_327	127	126	187
1491	neutral_327	523	562	532
1492	neutral_327	554	552	509
1493	neutral_328	168	192	149
1494	neutral_328	199	241	215
1495	neutral_328	105	55	43
1496	neutral_328	431	372	520
1497	neutral_329	229	245	258
1498	neutral_329	71	86	107
1499	neutral_329	231	297	365
1500	neutral_329	226	170	191
1501	neutral_330	175	126	123
1502	neutral_330	775	721	795
1503	neutral_330	467	536	514
1504	neutral_330	708	856	612
1505	neutral_331	413	430	349
1506	neutral_331	1001	1060	1071
1507	neutral_331	131	146	108
1508	neutral_331	925	762	832
1509	neutral_332	367	405	436
1510	neutral_332	171	191	186
1511	essential_41	255	94	65
1512	neutral_332	562	575	800
1513	neutral_332	359	373	338
1514	neutral_333	205	140	251
1515	neutral_333	909	980	914
1516	neutral_333	223	180	193
1517	neutral_333	319	372	251
1518	neutral_334	152	114	202
1519	essential_42	312	33	36
1520	neutral_334	104	112	128
1521	essential_42	476	70	46
1522	neutral_334	304	199	296
1523	neutral_334	565	595	507
1524	neutral_335	158	261	222
1525	neutral_335	263	281	294
1526	neutral_335	241	126	395
1527	neutral_335	398	465	401
1528	neutral_336	571	476	528
1529	neutral_336	117	101	88
1530	neutral_336	878	947	967
1531	essential_42	447	381	417
1532	neutral_336	109	74	127
1533	neutral_337	319	237	249
1534	neutral_337	163	139	138
1535	neutral_337	284	243	395
1536	neutral_337	498	438	382
1537	neutral_338	224	238	246
1538	neutral_338	243	236	257
1539	essential_42	163	12	10
1540	neutral_338	957	949	901
1541	essential_43	176	53	61
1542	neutral_338	127	90	104
1543	neutral_339	381	446	460
1544	neutral_339	184	158	183
1545	neutral_339	382	396	417
1546	neutral_339	230	178	207
1547	neutral_340	385	415	427
1548	neutral_340	188	228	181
1549	essential_43	1338	968	919
1550	neutral_340	516	388	548
1551	neutral_340	129	100	116
1552	neutral_341	331	395	376
1553	neutral_341	264	268	185
1554	neutral_341	364	439	315
1555	neutral_341	586	490	595
1556	neutral_342	208	187	195
1557	neutral_342	798	823	827
1558	neutral_342	79	9	87
1559	neutral_342	141	170	108
1560	neutral_343	204	179	138
1561	neutral_343	272	275	217
1562	neutral_343	82	56	58
1563	neutral_343	142	108	184
1564	neutral_344	176	144	297
1565	neutral_344	154	104	137
1566	neutral_344	479	398	555
1567	neutral_344	461	455	455
1568	neutral_345	273	265	308
1569	neutral_345	224	223	160
1570	neutral_345	625	651	706
1571	neutral_345	56	64	33
1572	neutral_346	485	554	445
1573	neutral_346	192	169	208
1574	neutral_346	501	556	627
1575	neutral_346	415	512	333
1576	neutral_347	217	249	153
1577	neutral_347	830	750	777
1578	essential_43	197	39	58
1579	neutral_347	253	306	223
1580	neutral_347	298	370	310
1581	neutral_348	753	882	823
1582	neutral_348	150	109	128
1583	neutral_348	562	441	521
1584	essential_43	65	26	25
1585	neutral_348	264	254	248
1586	neutral_349	477	524	443
1587	neutral_349	324	395	322
1588	neutral_349	275	236	327
1589	neutral_349	311	218	336
1590	neutral_350	211	208	288
1591	neutral_350	547	667	584
1592	neutral_350	181	132	105
1593	essential_44	115	57	57
1594	essential_44	211	21	51
1595	neutral_350	105	62	105
1596	neutral_351	26	13	16
1597	neutral_351	597	522	624
1598	neutral_351	233	206	264
1599	neutral_351	175	245	100
1600	neutral_352	239	252	266
1601	neutral_352	525	389	471
1602	neutral_352	468	464	442
1603	neutral_352	591	555	536
1604	neutral_353	515	613	710
1605	neutral_353	155	214	199
1606	neutral_353	179	209	219
1607	neutral_353	543	508	559
1608	neutral_354	1656	1880	1588
1609	neutral_354	298	159	362
1610	neutral_354	359	362	433
